junction_id	fate	reads	donor_in_repeat	acceptor_in_repeat	repeat_classes
chr22:33900983:33934655:+	retained	1	True	True	SINE
chr22:33905318:33913657:-	retained	1	True	True	SINE
chr22:33912962:33926180:-	retained	2	True	True	SINE
chr22:33988422:34018936:+	retained	1	True	True	SINE
chr22:34004585:34007466:+	retained	1	True	True	LINE,LTR
chr22:34145755:34151392:+	retained	1	True	True	SINE
chr22:34181658:34202890:-	retained	1	True	True	SINE
chr22:34217711:34266017:+	retained	1	True	True	SINE
chr22:34364281:34433951:+	retained	1	True	True	SINE
chr22:34431222:34437052:+	retained	1	True	True	SINE
chr22:34525288:34541068:-	retained	1	True	True	LTR
chr22:34625873:34626402:-	retained	1	True	True	Retroposon
chr22:34644700:34649519:-	retained	1	True	True	SINE
chr22:34751870:34785736:-	retained	1	True	True	SINE
chr22:34843277:34845151:-	retained	1	True	True	LTR
chr22:34933986:34938856:+	retained	1	True	True	SINE
chr22:34962591:35020125:-	retained	1	False	True	LINE
chr22:34998715:35042367:+	retained	1	True	True	SINE
chr22:35170166:35171980:+	retained	1	True	True	SINE
chr22:35208943:35252001:+	retained	1	True	True	SINE
chr22:35208943:35310339:+	retained	2	True	True	SINE
chr22:35216731:35223238:+	retained	1	True	True	SINE
chr22:35223311:35286708:+	retained	1	True	True	SINE
chr22:35249308:35256749:-	retained	1	True	True	SINE
chr22:35252991:35272792:+	retained	1	True	True	SINE
chr22:35263227:35263795:+	retained	2	False	False	.
chr22:35268795:35310398:-	retained	1	False	True	SINE
chr22:35297718:35355689:-	retained	1	True	True	SINE
chr22:35302464:35308411:+	retained	1	True	True	SINE
chr22:35352154:35360726:-	retained	2	True	True	SINE
chr22:35359097:35361871:-	retained	1	True	True	SINE
chr22:35359158:35418595:+	retained	1	True	True	SINE
chr22:35413987:35415828:+	retained	1	False	False	.
chr22:35421461:35423213:+	retained	2	False	False	.
chr22:35465868:35469016:-	retained	1	True	True	SINE
chr22:35476157:35496056:+	retained	1	True	True	SINE
chr22:35490903:35497186:-	retained	1	True	True	SINE
chr22:35501382:35584228:+	retained	5	True	True	SINE
chr22:35612409:35686749:+	retained	1	True	True	SINE
chr22:35639170:35644690:-	retained	2	True	True	SINE
chr22:35648624:35656378:+	retained	1	False	False	.
chr22:35656476:35658614:+	retained	2	False	False	.
chr22:35717279:35763436:-	retained	1	True	True	SINE
chr22:35778079:35781599:-	retained	1	False	False	.
chr22:35821519:35899040:-	retained	1	True	True	SINE
chr22:35822938:35902758:-	retained	1	True	True	SINE
chr22:35826265:35832295:-	retained	1	True	True	SINE
chr22:35891366:35909074:-	retained	1	True	True	SINE
chr22:35899070:35931726:+	retained	1	True	True	SINE
chr22:35996522:36004415:-	retained	1	True	False	SINE
chr22:36026141:36039041:-	retained	1	True	True	SINE
chr22:36042871:36062578:-	retained	1	True	True	SINE
chr22:36047074:36070239:-	retained	1	True	True	SINE
chr22:36052131:36098911:-	retained	1	True	True	SINE
chr22:36058025:36072918:+	retained	1	True	True	SINE
chr22:36070561:36074383:-	retained	1	True	True	SINE
chr22:36080896:36088292:-	retained	1	True	True	SINE
chr22:36081707:36106690:-	retained	1	True	True	SINE
chr22:36081736:36086736:+	retained	1	True	True	SINE
chr22:36112446:36124694:+	retained	1	True	True	SINE
chr22:36114036:36118400:-	retained	1	True	True	SINE
chr22:36167484:36169694:-	retained	1	True	True	SINE
chr22:36178906:36242099:+	retained	1	True	True	SINE
chr22:36250601:36269012:+	retained	1	True	True	LTR
chr22:36255000:36257082:+	retained	1	False	False	.
chr22:36257137:36257318:+	retained	4	False	False	.
chr22:36265089:36319039:+	retained	2	True	True	SINE
chr22:36284266:36284402:-	retained	2	False	False	.
chr22:36285330:36285657:-	retained	5	False	False	.
chr22:36285782:36285864:-	retained	4	False	False	.
chr22:36285954:36286717:-	retained	1	False	False	.
chr22:36286847:36288251:-	retained	2	False	False	.
chr22:36288414:36288726:-	retained	2	False	False	.
chr22:36288940:36289084:-	retained	1	False	False	.
chr22:36289298:36291985:-	retained	2	False	False	.
chr22:36295077:36295504:-	retained	2	False	False	.
chr22:36295718:36296842:-	retained	2	False	False	.
chr22:36297015:36298918:-	retained	3	False	False	.
chr22:36299043:36300126:-	retained	1	False	False	.
chr22:36300265:36300850:-	retained	5	True	False	Simple_repeat
chr22:36304156:36305032:-	retained	1	False	False	.
chr22:36312223:36314144:-	retained	1	False	False	.
chr22:36316126:36321040:-	retained	1	True	True	SINE
chr22:36316670:36318206:-	retained	1	False	False	.
chr22:36318326:36319539:-	retained	2	False	False	.
chr22:36319636:36320219:-	retained	2	False	False	.
chr22:36320364:36320797:-	retained	1	False	False	.
chr22:36326662:36327460:-	retained	4	False	False	.
chr22:36327489:36341369:-	retained	1	False	False	.
chr22:36341527:36348903:-	retained	5	False	False	.
chr22:36349256:36387806:-	retained	1	False	False	.
chr22:36349470:36360453:-	retained	1	True	True	SINE
chr22:36356388:36356799:-	retained	1	True	False	SINE
chr22:36361877:36381321:-	retained	1	True	True	SINE
chr22:36384130:36441954:+	retained	1	True	True	SINE
chr22:36408592:36416786:+	retained	1	True	True	SINE
chr22:36421303:36425965:+	retained	1	False	False	.
chr22:36422102:36429302:-	retained	1	True	True	SINE
chr22:36436705:36444331:-	retained	1	True	True	SINE
chr22:36457373:36460918:+	retained	1	True	True	SINE
chr22:36460119:36462941:+	retained	2	True	True	SINE
chr22:36461068:36478072:+	retained	1	True	True	SINE
chr22:36463334:36530559:+	retained	1	True	True	SINE
chr22:36467918:36476732:-	retained	1	False	False	.
chr22:36478828:36510266:+	retained	1	True	True	SINE
chr22:36502092:36508959:-	retained	1	True	True	SINE
chr22:36511787:36512459:-	retained	1	False	False	.
chr22:36512603:36516477:-	retained	2	False	False	.
chr22:36516791:36517300:-	retained	2	False	False	.
chr22:36520689:36523208:-	retained	1	False	False	.
chr22:36568536:36600380:+	retained	1	True	True	SINE
chr22:36597111:36623108:-	retained	1	True	True	SINE
chr22:36692933:36695002:+	retained	1	True	True	SINE
chr22:36742417:36749270:+	retained	2	True	True	SINE
chr22:36785390:36801586:+	retained	1	True	True	SINE
chr22:36975335:36980021:-	retained	1	True	True	SINE
chr22:36994407:37004775:-	retained	1	True	True	SINE
chr22:37028646:37039108:+	retained	1	True	True	SINE
chr22:37042869:37093638:+	retained	1	True	True	SINE
chr22:37047679:37050030:-	retained	1	True	True	SINE
chr22:37215468:37217785:-	retained	1	True	True	SINE
chr22:37238489:37254369:-	retained	2	True	True	SINE
chr22:37294725:37295998:+	retained	1	False	False	.
chr22:37322095:37326000:-	retained	1	True	True	SINE
chr22:37323248:37333443:-	retained	1	True	True	SINE
chr22:37382582:37442001:-	retained	1	True	True	SINE
chr22:37465032:37558213:+	retained	1	True	True	SINE
chr22:37507200:37555873:-	retained	1	True	True	SINE
chr22:37515345:37520419:-	retained	1	True	True	SINE
chr22:37529565:37588572:+	retained	1	True	True	SINE
chr22:37544564:37565346:-	retained	1	True	True	SINE
chr22:37550422:37587714:-	retained	1	True	True	SINE
chr22:37560589:37566071:+	retained	1	False	False	.
chr22:37587603:37689790:+	retained	1	True	True	SINE
chr22:37600417:37604939:-	retained	1	True	True	SINE
chr22:37643175:37643643:+	retained	2	False	False	.
chr22:37644961:37645364:+	retained	1	False	False	.
chr22:37700392:37703753:-	retained	1	True	True	SINE
chr22:37700421:37703138:+	retained	1	True	True	SINE
chr22:37711319:37758414:-	retained	1	True	True	SINE
chr22:37715486:37721000:+	retained	1	True	True	SINE
chr22:37770373:37777042:-	retained	1	True	True	SINE
chr22:37770842:37813924:-	retained	1	True	True	SINE
chr22:37788899:37792369:-	retained	1	True	True	SINE
chr22:37792524:37841461:+	retained	2	True	True	SINE
chr22:37794116:37866660:-	retained	1	True	True	SINE
chr22:37845805:37856779:+	retained	1	True	True	SINE
chr22:37852040:37922873:+	retained	1	True	True	SINE
chr22:37855645:37858678:+	retained	2	True	False	SINE
chr22:37858741:37862968:+	retained	1	False	False	.
chr22:37859615:37874975:-	retained	2	True	True	SINE
chr22:37867181:37890635:+	retained	1	True	True	SINE
chr22:37870348:37874369:+	retained	3	False	False	.
chr22:37871032:37950809:+	retained	1	True	True	SINE
chr22:37883226:37951141:+	retained	1	True	True	SINE
chr22:37900160:37938596:+	retained	1	True	True	SINE
chr22:37902486:37903911:+	retained	2	True	True	SINE
chr22:37909212:37938771:-	retained	1	True	True	SINE
chr22:37909290:37914111:+	retained	1	True	True	SINE
chr22:37909299:37994750:-	retained	1	True	True	SINE
chr22:37914853:37935144:+	retained	1	True	True	SINE
chr22:37919815:37920745:-	retained	1	True	True	SINE
chr22:37928169:37962818:+	retained	1	True	True	SINE
chr22:37946044:37950997:+	retained	1	True	True	SINE
chr22:37960351:38010711:+	retained	1	True	True	SINE
chr22:38002081:38013376:-	retained	1	True	True	SINE
chr22:38010731:38011215:-	retained	1	True	True	SINE
chr22:38012352:38015075:+	retained	1	True	True	SINE
chr22:38036071:38064152:+	retained	1	True	True	SINE
chr22:38045032:38062478:-	retained	1	True	True	SINE
chr22:38085376:38085685:-	retained	1	False	False	.
chr22:38087265:38088747:-	retained	1	False	False	.
chr22:38098180:38098410:-	retained	1	False	False	.
chr22:38130900:38140406:-	retained	1	True	True	SINE
chr22:38168773:38186378:-	retained	1	True	True	SINE
chr22:38178638:38209585:+	retained	1	True	True	SINE
chr22:38188215:38280870:-	retained	1	True	True	SINE
chr22:38193226:38287912:-	retained	1	True	True	SINE
chr22:38212906:38268122:-	retained	1	True	True	SINE
chr22:38226312:38292217:-	retained	1	True	True	SINE
chr22:38236139:38236688:-	retained	1	False	True	SINE
chr22:38244539:38322653:-	retained	2	True	True	SINE
chr22:38266869:38320146:+	retained	1	True	True	SINE
chr22:38274494:38286812:-	retained	1	True	True	SINE
chr22:38274543:38320235:-	retained	1	True	True	SINE
chr22:38282006:38299732:-	retained	1	True	True	SINE
chr22:38287900:38320129:+	retained	1	True	True	SINE
chr22:38293320:38294108:-	retained	1	False	False	.
chr22:38294535:38298785:-	retained	1	False	False	.
chr22:38299667:38311946:+	retained	1	True	True	SINE
chr22:38304897:38306501:+	retained	1	True	True	SINE
chr22:38341286:38407672:-	retained	1	True	True	SINE
chr22:38349070:38373894:+	retained	1	False	True	LINE
chr22:38402675:38435551:+	retained	1	True	True	SINE
chr22:38404683:38827488:-	retained	1	True	True	SINE
chr22:38404863:38406431:-	retained	1	True	True	SINE
chr22:38404940:38418463:-	retained	1	True	True	SINE
chr22:38408638:38411491:-	retained	1	True	True	SINE
chr22:38414111:38472842:+	retained	1	True	True	SINE
chr22:38422234:38476772:-	retained	1	True	True	SINE
chr22:38430285:38433229:-	retained	1	True	True	SINE
chr22:38438026:38446750:+	retained	1	True	True	SINE
chr22:38470219:38529105:+	retained	1	True	True	SINE
chr22:38471080:38473909:+	retained	1	True	True	SINE
chr22:38492116:38493709:-	retained	1	False	False	.
chr22:38493772:38494020:-	retained	1	False	False	.
chr22:38495047:38495795:-	retained	3	False	False	.
chr22:38498151:38498439:-	retained	1	False	False	.
chr22:38500112:38538079:+	retained	1	True	True	SINE
chr22:38501281:38505950:-	retained	2	False	False	.
chr22:38513797:38543461:-	retained	1	True	True	SINE
chr22:38515568:38521195:+	retained	1	True	True	LINE,SINE
chr22:38520589:38573789:-	retained	1	True	True	SINE
chr22:38524997:38596256:+	retained	1	True	True	SINE
chr22:38530857:38546177:+	retained	1	True	True	SINE
chr22:38537445:38585027:-	retained	1	True	True	SINE
chr22:38545565:38577303:+	retained	1	True	True	SINE
chr22:38545634:38585007:+	retained	1	True	True	SINE
chr22:38551608:38593969:+	retained	1	True	True	SINE
chr22:38553126:38558221:+	retained	1	True	True	SINE
chr22:38574700:38576036:+	retained	1	True	True	SINE
chr22:38575965:38594747:+	retained	1	True	True	SINE
chr22:38576112:38607112:+	retained	1	True	True	SINE
chr22:38585028:38593922:-	retained	1	True	True	SINE
chr22:38593834:38608938:+	retained	1	True	True	SINE
chr22:38596196:38645265:-	retained	1	True	True	SINE
chr22:38604749:38660289:+	retained	1	True	True	SINE
chr22:38604884:38608661:-	retained	1	True	True	SINE
chr22:38633685:38659391:+	retained	1	True	True	SINE
chr22:38643239:38649790:-	retained	1	True	True	SINE
chr22:38649607:38747071:-	retained	1	True	True	SINE
chr22:38649654:38662088:+	retained	1	True	True	SINE
chr22:38663197:38680028:-	retained	1	True	True	SINE
chr22:38663465:38665803:+	retained	1	True	True	SINE
chr22:38672284:38703021:-	retained	1	False	True	SINE
chr22:38682096:38682322:+	retained	2	True	False	Low_complexity
chr22:38688002:38688934:-	retained	2	False	False	.
chr22:38702117:38703887:+	retained	1	True	True	SINE
chr22:38738755:38738872:-	retained	2	False	False	.
chr22:38739427:38739721:-	retained	1	False	False	.
chr22:38752666:38755762:-	retained	1	False	False	.
chr22:38765015:38847282:+	retained	2	True	True	SINE
chr22:38765157:38810945:+	retained	1	True	True	SINE
chr22:38838088:38874688:-	retained	1	True	True	SINE
chr22:38895962:38912720:+	retained	1	True	True	SINE
chr22:38920980:38995718:+	retained	1	True	True	SINE
chr22:38940774:38979697:+	retained	1	True	True	SINE
chr22:38978859:39017090:+	retained	1	True	True	SINE
chr22:38983104:39065066:+	retained	1	True	True	SINE
chr22:39001493:39003983:+	retained	1	True	True	SINE
chr22:39026835:39029679:-	retained	1	True	True	SINE
chr22:39032787:39071454:+	retained	1	True	True	SINE
chr22:39043555:39054474:-	retained	1	True	True	SINE
chr22:39059426:39067231:+	retained	1	True	True	LTR
chr22:39071407:39095896:+	retained	1	True	True	SINE
chr22:39085823:39100108:+	retained	1	True	True	SINE
chr22:39093574:39150598:-	retained	1	True	True	SINE
chr22:39098981:39102784:+	retained	1	True	True	SINE
chr22:39107700:39125528:+	retained	1	True	True	SINE
chr22:39110448:39125043:-	retained	1	True	True	SINE
chr22:39116551:39118911:+	retained	1	True	True	SINE
chr22:39117111:39118749:-	retained	1	True	True	SINE
chr22:39143158:39164025:+	retained	1	True	True	SINE
chr22:39143158:39157268:+	retained	1	True	True	SINE
chr22:39143190:39159920:+	retained	2	True	True	SINE
chr22:39147315:39196832:-	retained	2	True	True	SINE
chr22:39171108:39202932:+	retained	1	False	True	SINE
chr22:39183548:39188674:-	retained	1	True	True	SINE
chr22:39205056:39210385:+	retained	1	True	True	SINE
chr22:39228676:39270063:+	retained	1	True	True	SINE
chr22:39230229:39231621:-	retained	1	False	False	.
chr22:39231828:39233434:-	retained	3	False	False	.
chr22:39270144:39334953:+	retained	1	True	True	SINE
chr22:39312985:39313190:-	retained	17	False	False	.
chr22:39313311:39313633:-	retained	4	False	False	.
chr22:39313730:39314106:-	retained	9	False	False	.
chr22:39314209:39314685:-	retained	10	False	False	.
chr22:39314847:39315368:-	retained	4	False	False	.
chr22:39315556:39316705:-	retained	7	False	False	.
chr22:39316842:39317460:-	retained	2	False	False	.
chr22:39317630:39318399:-	retained	2	False	False	.
chr22:39320929:39367604:-	retained	1	True	True	SINE
chr22:39334881:39366432:+	retained	1	True	True	SINE
chr22:39335583:39348540:+	retained	1	True	True	SINE
chr22:39370294:39406795:-	retained	1	True	True	SINE
chr22:39386308:39387704:+	retained	1	True	True	SINE
chr22:39386605:39406181:-	retained	1	True	True	SINE
chr22:39391715:39460623:-	retained	1	True	True	SINE
chr22:39415654:39416790:+	retained	1	False	False	.
chr22:39485594:39504995:-	retained	1	True	True	SINE
chr22:39495956:39499874:+	retained	1	True	True	SINE
chr22:39507494:39569797:-	retained	1	True	True	SINE
chr22:39520752:39521353:+	retained	2	False	False	.
chr22:39553868:39625050:+	retained	1	True	True	SINE
chr22:39591083:39602166:+	retained	1	True	True	SINE
chr22:39718982:39766019:-	retained	1	True	False	SINE
chr22:39741953:39780873:-	retained	1	True	True	SINE
chr22:39830219:39853716:+	retained	1	True	True	SINE
chr22:39842736:39846668:-	retained	1	True	True	LINE
chr22:39842964:39846897:+	retained	1	True	True	LINE
chr22:39898639:39899808:-	retained	2	True	True	SINE
chr22:39990459:40006175:+	retained	1	True	True	SINE
chr22:40017324:40018686:+	retained	1	True	True	SINE
chr22:40061468:40124561:-	retained	2	True	True	SINE
chr22:40078856:40099033:-	retained	1	True	True	SINE
chr22:40128667:40148426:+	retained	1	True	True	SINE
chr22:40128667:40162236:+	retained	1	True	True	SINE
chr22:40164155:40267637:+	retained	1	True	True	SINE
chr22:40195699:40243113:-	retained	1	True	True	SINE
chr22:40246103:40251178:+	retained	1	False	False	.
chr22:40286241:40303680:+	retained	1	True	True	SINE
chr22:40288973:40372285:-	retained	1	True	True	SINE
chr22:40291289:40333240:+	retained	1	True	True	SINE
chr22:40306768:40342656:-	retained	1	True	True	SINE
chr22:40312652:40312901:+	retained	1	False	False	.
chr22:40312998:40315282:+	retained	1	False	False	.
chr22:40317373:40320274:+	retained	1	True	True	SINE
chr22:40349518:40398110:+	retained	1	True	True	SINE
chr22:40351077:40351252:-	retained	1	True	True	SINE
chr22:40354328:40358863:+	retained	1	False	False	.
chr22:40377750:40383370:+	retained	1	True	True	SINE
chr22:40383253:40384565:+	retained	2	True	True	SINE
chr22:40396523:40400572:+	retained	1	True	True	SINE
chr22:40405285:40405648:+	retained	1	False	False	.
chr22:40407329:40407412:+	retained	1	False	False	.
chr22:40408843:40408932:+	retained	2	False	False	.
chr22:40409526:40409681:+	retained	2	False	False	.
chr22:40421101:40423535:-	retained	1	False	False	.
chr22:40432019:40471655:+	retained	1	True	True	SINE
chr22:40439276:40503699:+	retained	1	True	True	SINE
chr22:40443188:40513536:+	retained	1	True	True	SINE
chr22:40460038:40550946:+	retained	1	True	True	SINE
chr22:40476019:40490473:-	retained	1	True	True	SINE
chr22:40484858:40490385:+	retained	1	True	True	SINE
chr22:40530379:40545514:-	retained	1	True	True	SINE
chr22:40534537:40550933:-	retained	1	True	True	SINE
chr22:40537413:40537588:+	retained	1	True	True	Retroposon
chr22:40539090:40550946:+	retained	1	True	True	SINE
chr22:40540103:40578146:+	retained	1	True	True	SINE
chr22:40545528:40550946:+	retained	1	True	True	SINE
chr22:40610142:40656703:+	retained	1	True	True	SINE
chr22:40634231:40683936:+	retained	1	True	True	SINE
chr22:40671313:40677169:+	retained	1	True	True	SINE
chr22:40677594:40760137:-	retained	1	True	True	SINE
chr22:40689711:40711307:+	retained	1	True	True	SINE
chr22:40693883:41038035:+	retained	1	True	True	SINE
chr22:40700782:40766070:-	retained	2	True	True	SINE
chr22:40714174:40728110:-	retained	1	True	True	SINE
chr22:40720658:40800613:-	retained	1	True	True	SINE
chr22:40725741:40821483:-	retained	1	True	True	SINE
chr22:40731269:40765639:-	retained	1	True	True	SINE
chr22:40732075:40813277:-	retained	1	True	True	SINE
chr22:40733621:40760852:-	retained	1	True	True	SINE
chr22:40735120:40794849:-	retained	3	True	True	SINE
chr22:40736772:40744035:+	retained	1	True	True	SINE
chr22:40741445:40763912:+	retained	1	True	True	SINE
chr22:40747354:40802027:+	retained	1	True	True	SINE
chr22:40756991:40811044:-	retained	1	True	True	SINE
chr22:40757702:40785287:+	retained	1	True	True	SINE
chr22:40771190:40774305:-	retained	1	True	True	SINE
chr22:40788566:40813598:-	retained	1	True	True	SINE
chr22:40789744:40793846:+	retained	1	True	True	SINE
chr22:40807490:40813277:-	retained	1	True	True	SINE
chr22:40830957:40832568:-	retained	2	False	False	.
chr22:40832672:40835559:-	retained	1	False	False	.
chr22:40844910:40848293:-	retained	1	False	False	.
chr22:40848370:40850822:-	retained	2	False	False	.
chr22:40899694:40914017:-	retained	1	True	True	SINE
chr22:40916151:40943489:+	retained	1	True	True	SINE
chr22:40918249:40957219:-	retained	1	True	True	SINE
chr22:40936825:40937125:-	retained	1	True	True	SINE
chr22:40942367:40982210:+	retained	1	True	True	LINE,SINE
chr22:40944694:40945249:+	retained	1	True	True	SINE,Simple_repeat
chr22:40953634:40964046:+	retained	1	False	False	.
chr22:40954875:40957912:-	retained	1	True	True	SINE
chr22:40957968:40971699:+	retained	1	True	True	SINE
chr22:40957984:41024176:-	retained	1	True	True	SINE
chr22:40958209:40989090:-	retained	1	True	True	SINE
chr22:40963085:40978600:-	retained	1	True	True	SINE
chr22:40964118:40967798:+	retained	1	False	False	.
chr22:40970143:40976557:+	retained	1	True	True	SINE
chr22:40978634:41054837:+	retained	1	True	True	SINE
chr22:40978941:41032322:+	retained	1	True	True	SINE
chr22:40987397:40995282:-	retained	2	True	True	SINE
chr22:40987735:40993606:-	retained	1	True	True	SINE
chr22:40988635:40988939:-	retained	2	True	True	SINE
chr22:40995626:41001128:+	retained	1	True	True	SINE
chr22:40997439:41005348:-	retained	1	True	True	SINE
chr22:40999455:41007843:-	retained	1	True	True	SINE
chr22:41007924:41024248:-	retained	1	True	True	SINE
chr22:41014917:41020147:+	retained	1	True	True	SINE
chr22:41030700:41035671:-	retained	1	True	True	SINE
chr22:41066661:41070875:-	retained	1	True	True	SINE
chr22:41072335:41072981:+	retained	1	True	True	SINE
chr22:41078426:41080879:-	retained	1	True	True	SINE
chr22:41093099:41117186:+	retained	1	False	True	Simple_repeat
chr22:41113795:41146415:-	retained	1	True	True	SINE
chr22:41131634:41135812:+	retained	1	False	False	.
chr22:41150199:41151832:+	retained	1	False	False	.
chr22:41152872:41155342:-	retained	1	True	True	SINE
chr22:41155114:41157168:+	retained	2	False	False	.
chr22:41162780:41164052:+	retained	3	False	False	.
chr22:41173938:41204609:-	retained	1	True	True	SINE
chr22:41174194:41233224:+	retained	1	True	True	SINE
chr22:41203061:41319486:-	retained	1	True	True	SINE
chr22:41206465:41243155:+	retained	1	True	True	SINE
chr22:41209934:41213892:+	retained	2	False	False	.
chr22:41216263:41217122:+	retained	1	False	False	.
chr22:41220473:41232117:+	retained	1	True	True	SINE
chr22:41220869:41221198:+	retained	1	False	False	.
chr22:41222795:41232206:-	retained	1	True	True	SINE
chr22:41251110:41252871:-	retained	1	False	False	.
chr22:41256106:41256190:-	retained	2	False	False	.
chr22:41256291:41256710:-	retained	2	False	False	.
chr22:41265943:41276377:-	retained	2	True	True	SINE
chr22:41269475:41336403:-	retained	1	True	True	SINE
chr22:41291383:41293563:+	retained	4	True	True	SINE
chr22:41298234:41300701:-	retained	1	True	True	SINE
chr22:41299292:41307132:-	retained	1	True	True	SINE
chr22:41309409:41316088:+	retained	1	True	True	SINE
chr22:41328974:41331335:+	retained	1	True	True	SINE
chr22:41341998:41392609:+	retained	1	True	True	SINE
chr22:41343577:41346002:+	retained	1	False	False	.
chr22:41352085:41391564:-	retained	1	True	True	SINE
chr22:41362389:41386918:-	retained	1	True	True	SINE
chr22:41370604:41388188:+	retained	1	True	True	SINE
chr22:41380247:41424575:+	retained	1	True	True	SINE
chr22:41380247:41385779:+	retained	1	True	True	SINE
chr22:41388124:41390026:+	retained	1	True	True	SINE
chr22:41392810:41422202:+	retained	1	True	True	SINE
chr22:41395255:41403653:-	retained	1	True	True	SINE
chr22:41416384:41419353:+	retained	1	True	True	SINE
chr22:41416692:41465815:+	retained	1	True	True	SINE
chr22:41438411:41458103:-	retained	1	True	True	SINE
chr22:41455784:41457028:+	retained	1	True	True	SINE
chr22:41456504:41472139:+	retained	1	True	True	SINE
chr22:41459126:41465417:-	retained	1	True	True	SINE
chr22:41461894:41474831:-	retained	1	True	True	SINE
chr22:41474844:41495845:-	retained	1	True	True	SINE
chr22:41476448:41519545:-	retained	1	True	True	SINE
chr22:41493846:41539047:+	retained	1	True	True	SINE
chr22:41496085:41497918:+	retained	1	True	True	SINE
chr22:41509924:41574353:-	retained	1	True	True	SINE
chr22:41511969:41515376:+	retained	1	False	False	.
chr22:41515536:41515766:+	retained	1	False	False	.
chr22:41516866:41521914:+	retained	1	True	True	SINE
chr22:41518573:41520170:+	retained	1	False	False	.
chr22:41523279:41523829:+	retained	1	False	False	.
chr22:41526454:41527287:+	retained	1	False	False	.
chr22:41538277:41599702:+	retained	1	True	True	SINE
chr22:41542743:41901400:-	retained	1	True	True	SINE
chr22:41566087:41627392:-	retained	1	True	True	SINE
chr22:41569923:41623530:+	retained	1	True	True	SINE
chr22:41625234:41724547:+	retained	1	True	True	SINE
chr22:41636252:41636515:+	retained	2	False	False	.
chr22:41636771:41637607:+	retained	1	False	False	.
chr22:41651762:41719422:+	retained	1	True	True	SINE
chr22:41659805:41713668:-	retained	1	True	True	SINE
chr22:41661445:41663621:+	retained	2	False	False	.
chr22:41668503:41721863:+	retained	1	True	True	SINE
chr22:41668587:41675652:-	retained	1	True	True	SINE
chr22:41683998:41685448:+	retained	1	True	True	SINE
chr22:41685031:41751944:-	retained	1	True	True	SINE
chr22:41687051:41765099:+	retained	1	True	True	SINE
chr22:41721952:41727005:-	retained	1	True	True	SINE
chr22:41727009:41765251:+	retained	1	True	True	SINE
chr22:41732924:41734780:+	retained	1	True	True	SINE
chr22:41741803:41765339:+	retained	1	True	True	SINE
chr22:41757446:41763680:-	retained	2	True	True	SINE
chr22:41765348:41771578:+	retained	1	True	True	SINE
chr22:41781846:41784338:+	retained	1	False	False	.
chr22:41798654:41805716:+	retained	1	True	True	SINE
chr22:41807943:41889782:-	retained	1	True	True	SINE
chr22:41820382:41829855:-	retained	1	True	True	SINE
chr22:41849473:41856406:+	retained	1	True	True	SINE
chr22:41853809:41856847:+	retained	2	True	True	SINE
chr22:41868793:41870888:+	retained	1	False	False	.
chr22:41877422:41877941:+	retained	1	False	False	.
chr22:41927588:41930924:-	retained	1	True	True	SINE
chr22:41930469:41930755:+	retained	1	True	True	SINE
chr22:42047513:42061874:-	retained	1	True	True	SINE
chr22:42048297:42094531:+	retained	1	True	True	SINE
chr22:42052410:42098743:+	retained	1	True	True	SINE
chr22:42072391:42154423:+	retained	2	True	True	SINE
chr22:42086315:42087059:-	retained	1	False	False	.
chr22:42098756:42099787:+	retained	1	True	True	SINE
chr22:42100698:42102822:-	retained	1	True	True	SINE
chr22:42122860:42132433:-	retained	1	True	True	SINE
chr22:42170412:42219759:+	retained	1	True	True	SINE
chr22:42177351:42207750:+	retained	1	True	True	SINE
chr22:42179703:42209650:-	retained	1	False	False	.
chr22:42195736:42206009:+	retained	1	True	True	SINE
chr22:42198819:42215628:+	retained	2	True	True	SINE
chr22:42205915:42252593:+	retained	1	True	True	SINE
chr22:42247222:42261775:-	retained	1	True	True	SINE
chr22:42372688:42418615:-	retained	1	True	True	SINE
chr22:42394887:42395242:+	retained	1	True	True	SINE
chr22:42407327:42447924:-	retained	2	True	True	SINE
chr22:42429385:42467106:+	retained	1	True	True	SINE
chr22:42442486:42462979:-	retained	1	True	True	SINE
chr22:42454843:42455172:-	retained	1	True	True	SINE
chr22:42467303:42485109:-	retained	1	True	True	SINE
chr22:42474384:42511319:+	retained	2	True	True	SINE
chr22:42474806:42488467:-	retained	1	True	True	SINE
chr22:42485569:42538685:+	retained	1	True	True	SINE
chr22:42486911:42489412:-	retained	1	True	True	SINE
chr22:42494054:42496205:+	retained	1	True	True	SINE
chr22:42496093:42517064:+	retained	1	True	True	SINE
chr22:42499244:42507339:-	retained	1	True	True	SINE
chr22:42547434:42605447:-	retained	1	True	True	LTR,SINE
chr22:42560879:42629940:+	retained	1	True	True	SINE
chr22:42594197:42599539:+	retained	1	True	True	SINE
chr22:42600739:42652533:+	retained	1	True	True	SINE
chr22:42607734:42607813:+	retained	1	True	True	Retroposon
chr22:42616234:42666458:+	retained	1	True	True	SINE
chr22:42634284:42655574:-	retained	1	True	True	SINE
chr22:42635231:43073288:+	retained	1	True	True	SINE
chr22:42640522:42682052:+	retained	1	True	True	SINE
chr22:42640610:42641716:-	retained	1	True	True	SINE
chr22:42659461:42715991:-	retained	1	True	True	SINE
chr22:42667356:42682874:-	retained	1	True	True	SINE
chr22:42672586:42730932:+	retained	1	True	True	SINE
chr22:42675591:42716062:-	retained	1	True	True	SINE
